Model: fcnn, Batch_size: 16, Epochs: 40, Learning Rate: 0.01
Current device is cuda.
Epoch [1/40], Loss: 5.9823, Accuracy: 10.00%
Epoch [2/40], Loss: 3.8242, Accuracy: 10.00%
Epoch [3/40], Loss: 5.5355, Accuracy: 10.00%
Epoch [4/40], Loss: 9.7715, Accuracy: 10.00%
Epoch [5/40], Loss: 7.3420, Accuracy: 10.00%
Epoch [6/40], Loss: 2.3031, Accuracy: 10.00%
Epoch [7/40], Loss: 2.4612, Accuracy: 10.00%
Epoch [8/40], Loss: 2.3076, Accuracy: 10.00%
Epoch [9/40], Loss: 2.3052, Accuracy: 10.00%
Epoch [10/40], Loss: 2.3047, Accuracy: 10.00%
Epoch [11/40], Loss: 2.3028, Accuracy: 10.00%
Epoch [12/40], Loss: 2.2591, Accuracy: 16.70%
Epoch [13/40], Loss: 2.0496, Accuracy: 26.66%
Epoch [14/40], Loss: 1.8836, Accuracy: 32.69%
Epoch [15/40], Loss: 1.7893, Accuracy: 37.05%
Epoch [16/40], Loss: 1.6934, Accuracy: 39.77%
Epoch [17/40], Loss: 1.6661, Accuracy: 40.87%
Epoch [18/40], Loss: 1.6510, Accuracy: 41.71%
Epoch [19/40], Loss: 1.6308, Accuracy: 42.21%
Epoch [20/40], Loss: 1.6100, Accuracy: 42.66%
Epoch [21/40], Loss: 1.5970, Accuracy: 42.83%
Epoch [22/40], Loss: 1.5929, Accuracy: 42.80%
Epoch [23/40], Loss: 1.5918, Accuracy: 42.77%
Epoch [24/40], Loss: 1.5892, Accuracy: 42.83%
Epoch [25/40], Loss: 1.5896, Accuracy: 42.81%
Epoch [26/40], Loss: 1.5852, Accuracy: 42.86%
Epoch [27/40], Loss: 1.5866, Accuracy: 42.80%
Epoch [28/40], Loss: 1.5868, Accuracy: 42.80%
Epoch [29/40], Loss: 1.5903, Accuracy: 42.85%
Epoch [30/40], Loss: 1.5834, Accuracy: 42.87%
Epoch [31/40], Loss: 1.5860, Accuracy: 42.88%
Epoch [32/40], Loss: 1.5857, Accuracy: 42.88%
Epoch [33/40], Loss: 1.5848, Accuracy: 42.87%
Epoch [34/40], Loss: 1.5877, Accuracy: 42.87%
Epoch [35/40], Loss: 1.5857, Accuracy: 42.88%
Epoch [36/40], Loss: 1.5856, Accuracy: 42.88%
Epoch [37/40], Loss: 1.5843, Accuracy: 42.88%
Epoch [38/40], Loss: 1.5897, Accuracy: 42.88%
Epoch [39/40], Loss: 1.5856, Accuracy: 42.88%
Epoch [40/40], Loss: 1.5847, Accuracy: 42.88%
