Model: cnn, Batch_size: 32, Epochs: 40, Learning Rate: 0.01
Current device is cuda.
Epoch [1/40], Loss: 2.3202, Accuracy: 10.00%
Epoch [2/40], Loss: 2.3056, Accuracy: 10.00%
Epoch [3/40], Loss: 2.3041, Accuracy: 10.00%
Epoch [4/40], Loss: 2.3082, Accuracy: 10.28%
Epoch [5/40], Loss: 2.2185, Accuracy: 25.87%
Epoch [6/40], Loss: 1.9729, Accuracy: 28.08%
Epoch [7/40], Loss: 1.9498, Accuracy: 29.64%
Epoch [8/40], Loss: 1.9351, Accuracy: 30.87%
Epoch [9/40], Loss: 1.9108, Accuracy: 32.26%
Epoch [10/40], Loss: 1.8733, Accuracy: 34.82%
Epoch [11/40], Loss: 1.7941, Accuracy: 35.77%
Epoch [12/40], Loss: 1.7594, Accuracy: 37.60%
Epoch [13/40], Loss: 1.7280, Accuracy: 38.98%
Epoch [14/40], Loss: 1.6670, Accuracy: 42.29%
Epoch [15/40], Loss: 1.5892, Accuracy: 45.28%
Epoch [16/40], Loss: 1.5422, Accuracy: 45.54%
Epoch [17/40], Loss: 1.5320, Accuracy: 45.60%
Epoch [18/40], Loss: 1.5252, Accuracy: 46.05%
Epoch [19/40], Loss: 1.5205, Accuracy: 46.38%
Epoch [20/40], Loss: 1.5154, Accuracy: 46.40%
Epoch [21/40], Loss: 1.5069, Accuracy: 46.44%
Epoch [22/40], Loss: 1.5094, Accuracy: 46.55%
Epoch [23/40], Loss: 1.5050, Accuracy: 46.57%
Epoch [24/40], Loss: 1.5083, Accuracy: 46.47%
Epoch [25/40], Loss: 1.5063, Accuracy: 46.56%
Epoch [26/40], Loss: 1.5089, Accuracy: 46.55%
Epoch [27/40], Loss: 1.5058, Accuracy: 46.57%
Epoch [28/40], Loss: 1.5010, Accuracy: 46.58%
Epoch [29/40], Loss: 1.5057, Accuracy: 46.56%
Epoch [30/40], Loss: 1.5077, Accuracy: 46.56%
Epoch [31/40], Loss: 1.5024, Accuracy: 46.56%
Epoch [32/40], Loss: 1.5086, Accuracy: 46.56%
Epoch [33/40], Loss: 1.5071, Accuracy: 46.56%
Epoch [34/40], Loss: 1.5061, Accuracy: 46.56%
Epoch [35/40], Loss: 1.5005, Accuracy: 46.56%
Epoch [36/40], Loss: 1.5034, Accuracy: 46.56%
Epoch [37/40], Loss: 1.5062, Accuracy: 46.56%
Epoch [38/40], Loss: 1.5033, Accuracy: 46.56%
Epoch [39/40], Loss: 1.5078, Accuracy: 46.56%
Epoch [40/40], Loss: 1.5041, Accuracy: 46.56%
